,company_name,job_title,experience,salary,location,desc,skills
1126,R Systems International Ltd.,Looking For Chatbot Developers,4-8 Yrs,Not disclosed,Noida, We have urgent positions with us for Chatbot Developers for our Noida ODC. Requirement ...,"NLP ,Alexa ,CHATBOT ,AWS Lex ,AWS ,Machine Learning ,Deep Learning ,Python ,"
1127,Crown Solutions India  Ltd,"AI-ML (Python, R, NLP)",5-10 Yrs,Not disclosed,Bengaluru," Dear Candidate, Hope you're doing well!!!! We are looking for an experienced AI-ML (Pyt...","IT Skills ,Python ,Software Development ,Data Science ,Machine Learning ,Azure ,Software Development Life Cycle ,R ,"
1128,Amity University,Freelancer Coding Faculty,1-6 Yrs,Not disclosed,"Chennai, Pune, Delhi NCR, Mumbai, Bengaluru, Hyderabad, Kolkata", AFAjr - Faculty / Teaching Expert - Coding SkillsPosition: Faculty / Teaching Expert - ...,"Data Science ,Machine Learning ,Teaching ,Digital Learning ,Web Technologies ,Online Content ,Statistics ,online teaching ,"
1129,Protocol Zone,Data Scientist,1-4 Yrs,Not disclosed,Ahmedabad," Data Scientist (Open) Qualification: Masters in statistics, mathematics or any other ma...","Analytical skills ,Computer vision ,deep learning ,Opencv ,Machine learning ,Programming ,Mathematics ,Statistics ,"
1130,ExecBoardinAsia,"Manager, Data Science",11-15 Yrs,Not disclosed,Bengaluru, Job Description You will work with a distributed team (onshore and offshore) and work c...,"deep learning ,Statistical analysis ,data science ,Machine learning ,Cloud ,Cosmos ,big data ,Analytics ,"
1131,HyreFox Consultants Pvt Ltd,Natural Language Processing Engineer,1-4 Yrs,Not disclosed,Jaipur," BE / B Tech, MCA or higher from a reputed institution and with a consistent performance...","Computer science ,data science ,Analytical ,Machine learning ,JSON ,Natural language processing ,Software services ,SQL ,"
1132,CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,Senior/Principal Associate Developer - BFSI (Tier 1 institutes only),2-7 Yrs,Not disclosed,Bengaluru, Senior/Principal Associate Developer - BFSI (Tier 1 institutes only)An exciting opportu...,"Software Development ,Business Analytics ,Machine Learning ,Senior Level ,R ,Financial Services ,Customer Experience ,Natural Language Processing ,"
1133,Perfect Intelligent Systems,Software Engineer (Machine Learning),1-5 Yrs,Not disclosed,Delhi, Must have good interpersonal skillsExperience developing integration and system testsEx...,"IT Skills ,Java ,Python ,Machine Learning ,Computer vision ,C++ ,development ,Image processing ,"
1134,Reverie Language Technologies Pvt. Ltd,Senior Software Engineer - NLP R&D,3-6 Yrs,Not disclosed,Bengaluru," Publication in an international journal or conference, preferably related to NLP (EMNLP...","IT Skills ,Python ,Machine Learning ,Javascript ,deep learning ,Web technologies ,Shell scripting ,Machine learning ,"
1135,Microsoft Corporation,Software Engineer II,2-5 Yrs,Not disclosed,"Hyderabad, telangana", Bachelor or Masters Degree in Computer Science or related fields 4+ years of experience...,"Computer science ,Coding ,Analytical ,Machine learning ,Information retrieval ,Natural language processing ,Windows ,microsoft ,"
1136,HCL Technologies Limited,Python/NLP- Lead/Manager,6-11 Yrs,Not disclosed,Noida," 3+ years of experience in Machine Learning / Deep Learning, specifically in NLP and Tex...","Pytorch ,Nltk ,Tensorflow ,NLP ,Text Analytics ,Keras ,Spacy ,Machine Learning ,"
1137,Hubino Technologies Pvt Ltd,"Machine Learning Engineer, Image Processing",2-5 Yrs,Not disclosed,Chennai, Should have worked across teams and integrated ML code on different platforms Bachelors...,"Computer science ,Business process ,Computer vision ,deep learning ,C++ ,Image processing ,X86 ,Machine learning ,"
1138,mLogica Computech  Pvt. Ltd.,ML Engineer,5-10 Yrs,"70,000 - 1,00,000 PA.",Pune, Masters degree is a plus Roles and Responsibilities Must have exposure to AutoML techni...,"Pytorch ,Tensorflow ,Data Science ,Algorithms ,Keras ,Jupyter ,Machine Learning ,Deep Learning ,"
1139,Greenlight planet Private Limited,Machine Learning Engineer,3-5 Yrs,Not disclosed,Gurgaon, About the role:The Data Science team is spread across 3 continents & is looking for a s...,"Pytorch ,Scikit-Learn ,Python ,Tensorflow ,Data Science ,Classification ,Keras ,Machine Learning ,"
1140,Crayon-Data,Head Of Data Science,7-11 Yrs,Not disclosed,Chennai," •Proven technical leadership skills that fits in with a fun, fast-moving startup enviro...","Product management ,deep learning ,NoSQL ,data science ,Aviation ,Machine learning ,Maya ,big data ,"
1141,Cognizant Technology Solutions India Ltd,Python with Machine Learning Professional,2-6 Yrs,Not disclosed,Chennai, Employee Status : Full Time EmployeeShift : Day JobThe candidate must have good communi...,"NLP ,Django ,Web Technologies ,Neural Networks ,Microsoft Azure ,Computer Vision ,Machine Learning ,Python ,"
1142,HRDevi Talent Acquisition,Full Stack Developer,3-7 Yrs,Not disclosed,Mumbai," Experience working with two or more from the following: web application development, Un...","Unix ,c# ,Java ,python ,c ,Networking ,Developing Large Software ,Natural Language Processing ,"
1143,Confidential,Hiring For Data Science Lead,7-10 Yrs,Not disclosed,"Delhi NCR, Hyderabad, Gurgaon", Over 6 years of experience in Data Science and Machine LearningKey responsibilities inc...,"Data Science ,Python and Machine Learning ,Deep Learning ,SQL ,"
1144,Vasundharaa Geo Technologies Pvt Ltd,Computer Vision Engineer,0-2 Yrs,"3,50,000 - 4,00,000 PA.",Pune," Experience in remote sensing, Geospatial Data Science and AWS is a plusPerks: Competiti...","Pytorch ,Tensorflow ,Data Science ,Algorithms ,Opencv ,Remote Sensing ,Keras ,Computer Vision ,"
1145,RateGain Travel technologies Pvt. Ltd.,"Associate Manager  - Data Science, Technology",5-8 Yrs,Not disclosed,Noida," Qualification : B.tech / M.techExperience in python (including libraries like searborn,...","NLP ,Deep Learning ,Python ,IT Skills ,Python ,Data Science ,Cloud ,Product Management ,"
1146,R Systems International Ltd.,Looking For Chatbot Developers,4-8 Yrs,Not disclosed,Noida, We have urgent positions with us for Chatbot Developers for our Noida ODC. Requirement ...,"NLP ,Alexa ,CHATBOT ,AWS Lex ,AWS ,Machine Learning ,Deep Learning ,Python ,"
1147,CVEDIA,Senior Machine Learning Engineer,3-8 Yrs,Not disclosed,Remote, Experience with neural network optimization (pruning / quantizing) is a plus Solid expe...,"IT Skills ,Python ,Machine Learning ,remote ,Computer science ,Computer vision ,deep learning ,Neural networks ,"
1148,TechCelX,Software Engineering Manager,3-8 Yrs,Not disclosed,Noida," At TECHCELX, we are always on the look-out for individuals who are self-motivated, resu...","deep learning ,Machine learning ,ui architect ,Infrastructure ,Manager Technology ,Animation ,Natural language processing ,Research ,"
1149,TechCelX,Learning Instructional Designer,3-8 Yrs,Not disclosed,Noida," At TECHCELX, we are always on the look-out for individuals who are self-motivated, resu...","deep learning ,Machine learning ,ui architect ,Infrastructure ,Manager Technology ,Animation ,Natural language processing ,Research ,"
1150,Aptagrim Consulting LLP,Python Django Developer,1-5 Yrs,Not disclosed,Hyderabad," Proficient understanding of github, JIRA Min 1+ years of work experience as a Python De...","Computer vision ,deep learning ,github ,Version control ,Neural networks ,Project management ,Machine learning ,Business case ,"
1151,NIIT Ltd.,Data Science Trainer,10-15 Yrs,Not disclosed,Bengaluru, Experience in data mining and ETL operationsExperience using business intelligence tool...,"Tensorflow ,Data Science ,R ,Hadoop ,Spark ,Seaborn ,Machine Learning ,Deep Learning ,"
1152,iMerit Technology Services,L&D Manager-Training Operations,5-10 Yrs,Not disclosed,Bhubaneshwar, Have a strong academic track record with at least a Bachelor s degree in engineering / ...,"IT Skills ,Machine Learning ,Training ,Computer vision ,E-learning ,digital content ,People management skills ,Machine learning ,"
1153,Amazon Development Centre  Pvt. Ltd.,Support Engineer,4-9 Yrs,Not disclosed,Chennai, Bachelors degree in Computer Science or equivalent 4+ years overall technical / product...,"Software Development ,Troubleshooting ,Scripting ,Business Growth ,System Architecture ,System Software ,Coding ,Classification ,"
1154,Catalyst,Manager / Lead - Machine Learning/analytics,6-11 Yrs,Not disclosed,Bengaluru," Minimum Education, Experience, & Specialized Knowledge Required : - Masters or MS or Ph...","IT Skills ,Machine Learning ,Artificial Intelligence ,algorithms ,Natural Language Processing ,Technology Solutions ,Team Leading ,Computer Vision ,"
1155,Larsen & Toubro Infotech Limited,AI ML Developer,3-7 Yrs,Not disclosed,India, Role Description Designing and developing machine learning and deep learning systems Ru...,"IT Skills ,Data Science ,Machine Learning ,Training ,deep learning ,Statistical analysis ,data science ,Machine learning ,"
1156,Confidential,Senior Data Scientist - Machine Learning/Artificial Intelligence,11-19 Yrs,Not disclosed,Bengaluru," Strong SQL and Python skills required Advanced Degree in Mathematics, Physics, Computer...","Data Science ,R ,Cloud Computing ,Data Pipeline ,Data Scientist ,Artificial Intelligence ,Data Management ,Statistical Modeling ,"
1157,Micron Semiconductor Asia Pte Ltd,"Data Science Engineer, SMART MFG & AI",6-10 Yrs,Not disclosed,Hyderabad," Good hands on programming experience (eg Java, C++, python, etc)"," Snowflake ,Web Development  ,Image processing  ,Data science engineer , scikit-image ,Angular , Node.js , typescript ,"
1158,Orane Healthcare India Pvt Ltd,"Sr . Data Science & AI Engineer ( Java , Python )",2-5 Yrs,Not disclosed,Coimbatore, Coimbatore (or) Work from Home Experience: Candidates should have a minimum of 4 years ...,"Symfony ,Coding ,MySQL ,PHP ,Healthcare ,HTML ,CakePHP ,MVC ,"
1159,Quinnox Consultancy Services Limited,Machine Learning Engineer,1-3 Yrs,Not disclosed,Bengaluru, Apply latest developments in deep reinforcement learning to advance capabilities of aut...,"Computer science ,Computer vision ,deep learning ,Image processing ,Analytical ,Machine learning ,Javascript ,Application development ,"
1160,PathPartner Technology Consulting Pvt.Ltd.,Senior DSP Platform Engineer,6-10 Yrs,Not disclosed,"Bengaluru, Kochi"," Work in a variety of signal processing modules Audio, Computer Vision/Image processing,...","Computer vision ,deep learning ,Semiconductor ,Medical imaging ,Image processing ,Debugging ,Machine learning ,Signal processing ,"
1161,PathPartner Technology Consulting Pvt.Ltd.,Embedded Imaging & Vision Engineer,2-5 Yrs,Not disclosed,"Bengaluru, Kochi"," Responsibilities: Design, develop & Optimize Vision based Algorithms for data intensive...","Computer vision ,deep learning ,C++ ,Image processing ,FPGA ,Machine learning ,Programming ,Customer support ,"
1162,PathPartner Technology Consulting Pvt.Ltd.,DSP Platform Engineer,2-6 Yrs,Not disclosed,"Bengaluru, Kochi", Work in a variety of signal processing modules and with the experts in the domain Audio...,"Computer vision ,deep learning ,Semiconductor ,Medical imaging ,Image processing ,Debugging ,Machine learning ,Signal processing ,"
1163,Sony India Software Center,ML Senior tech specialist,9-12 Yrs,Not disclosed,Bengaluru, Required Experience:9-12 years Good knowledge in Computer vision Image processing Good ...,"Computer vision ,deep learning ,Team leading ,Image processing ,Machine learning ,Programming ,Research ,Python ,"
1164,Coders Brain,Python Developer - NLP/NLG,2-7 Yrs,Not disclosed,"Anywhere in India, Multiple Locations"," Educational Qualifications : BTech / BE, and MTechRequired : Python, Machine Learning, ...","Data Science ,NLP ,NLU ,MySQL ,NLG ,Machine Learning ,Python ,"
1165,CareerXperts Consulting,Search Relevance Engineer,3-8 Yrs,Not disclosed,"Chennai, Bengaluru"," You will be building great products, designing great experiences, building scalable pla...","Product management ,SOA ,Coding ,Machine learning ,SCALA ,Data structures ,Information retrieval ,Natural language processing ,"
1166,Infinium Solutionz Pvt Ltd,GIS Developers- Machine learning,0-3 Yrs,Not disclosed,Ahmedabad, Key Role Job Description The candidate should be responsible for satellite image proces...,"GIS ,Computer science ,Process automation ,Computer vision ,deep learning ,Image processing ,Web development ,Machine learning ,"
1167,Virtual Galaxy Infotech Pvt. Ltd.,Software Developer - Python,2-5 Yrs,Not disclosed,Nagpur," -Python, Machine Learning / Deep Learning -Good experience in Statistical Modelling /Ma...","deep learning ,Statistical modeling ,PDF ,SAS ,Technology consulting ,Machine learning ,Natural language processing ,big data ,"
1168,Arnold Consulting Pvt Ltd,Machine Learning,6-11 Yrs,Not disclosed,Bengaluru," Skilled required for the position are: Have experience in, and knowledge of, deep learn...","Computer vision ,deep learning ,Consulting ,Machine learning ,Programming ,Calculus ,Mathematics ,Research ,"
1169,Famepilot Internet,Machine Learning (NLP),2-7 Yrs,Not disclosed,Gurgaon, Selected candidate s day- to- day responsibilities include: Working on machine learning...,"Cloud computing ,Backend ,Front end ,Django ,Machine learning ,Data structures ,Customer support ,Natural language processing ,"
1170,Saffron Consultancy Services,machine learning engineer,3-5 Yrs,Not disclosed,Pune, > Proven experience as a Machine Learning Engineer or,"Computer vision ,software architecture ,Statistical analysis ,Image processing ,data science ,Data modeling ,Analytical ,Machine learning ,"
1171,Staqu Technologies Private Limited ,Research Engineer,2-5 Yrs,Not disclosed,Gurgaon, Good to Have: Must have B.tech / BE qualification with 3-5 years of experience in Resea...,"Theano/TensorFlow/PyTorch , Computer vision , sklearn ,Machine learning , video analytics , image recognition , CNN , OpenCV ,"
1172,Sparshik Technologies,CNN DEVELOPER,1-5 Yrs,Not disclosed,Bengaluru, CNN DEVELOPER Whitefield Bengaluru Were looking for machine learning engineers who are ...,"deep learning ,Computer vision ,github ,Machine learning ,Research ,"
1173,KeepTruckin,Machine Learning Engineer,2-5 Yrs,Not disclosed,punjab, 2 years of experience in Computer Vision and Machine LearningWrite proficient Python co...,"IT Skills ,Python ,Machine Learning ,Computer vision ,deep learning ,Automation ,Backend ,Linux ,"
1174,Catalyst,Machine Learning Developer,2-7 Yrs,Not disclosed,Bengaluru, Job Requirements : - BTech From Tier 1 Institute OR B.STAT & MSTAT From ISI OR Masters ...,"IT Skills ,Python ,Data Science ,Machine Learning ,Tableau ,Data Science ,Algorithms ,Cross Selling ,"
1175,CareerXperts Consulting,Research Engineers Complex Problems -Tech Innovation,1-6 Yrs,Not disclosed,India," Experience with data from Ad Tech, Online Media or E-Commerce a strong plusMust be will...","Computer science ,Text mining ,Computer vision ,C++ ,Bidding ,Coding ,Consulting ,Machine learning ,"
1176,Roposo,Computer and Mobile Vision Engineer,2-5 Yrs,Not disclosed,"Bengaluru, Gurgaon", Good to have: Experience in Vision on Mobile devices and embedded systems is a plus;Mac...,"Computer vision ,deep learning ,3D ,Embedded systems ,Prototype ,Image processing ,Machine learning ,augmented reality ,"
1177,MulticoreWare,Senior Deep Learning Engineer,7-12 Yrs,Not disclosed,Chennai, Duties & Responsibilities : Identifying and investigating key ML technologies and algor...,"Computer science ,Computer vision ,Industry research ,C++ ,Publishing ,Coding ,Neural networks ,Machine learning ,"
